divorce_date,divorce_type,nationality_man,date_of_birth_man,place_of_birth_man,birth_municipality_man,birth_federal_man,birth_country_man,age_man,residence_municipality_man,residence_federal_man,residence_country_man,monthly_income_man,occupation_man,place_of_residence_man,nationality_woman,date_of_birth_woman,date_of_birth_registration_date_woman,place_of_birth_woman,birth_municipality_woman,birth_federal_woman,birth_country_woman,age_woman,place_of_residence_woman,residence_municipality_woman,residence_federal_woman,residence_country_woman,occupation_woman,monthly_income_woman,date_of_marriage,marriage_certificate_place,marriage_certificate_municipality,marriage_certificate_federal,level_of_education_man,employment_status_man,level_of_education_woman,employment_status_woman,marriage_duration,marriage_duration_months,num_children,custody
12.08.2011,Notwendig,Italienisch,27.09.2065,Köln,Stuttgart,Frankfurt am Main,Deutschland,46.0,Frankfurt am Main,Frankfurt am Main,Deutschland,10000.0,Lehrer,Düsseldorf,Bulgarisch,,,Essen,Düsseldorf,Dortmund,Deutschland,34.0,Köln,Frankfurt am Main,München,Deutschland,Verkäufer,10000.0,07.12.2002,Düsseldorf,München,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,9.0,,1.0,Mutter
12.08.2011,Freiwillig,Russisch,17.11.2065,Hamburg,Stuttgart,Berlin,Deutschland,46.0,Köln,Leipzig,Deutschland,5000.0,Ingenieur,Berlin,Italienisch,30.03.2055,2/5/55,Essen,Frankfurt am Main,München,Deutschland,56.0,Düsseldorf,Dortmund,Hamburg,Deutschland,Verkäufer,3000.0,15.12.2000,Essen,Stuttgart,Berlin,PRIMARIA,Angestellter,PRIMARIA,Nicht beschäftigt,11.0,,,
12.08.2011,Notwendig,Italienisch,,Frankfurt am Main,Berlin,Leipzig,Deutschland,33.0,Düsseldorf,Köln,Deutschland,8000.0,Lehrer,München,Bulgarisch,,,Düsseldorf,Leipzig,Berlin,Deutschland,33.0,Hamburg,Köln,Köln,Deutschland,Krankenpfleger,9000.0,14.07.2006,Köln,Düsseldorf,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,5.0,,1.0,Mutter
12.08.2011,Freiwillig,Italienisch,07.10.2065,München,Hamburg,Berlin,Deutschland,46.0,Hamburg,Essen,Deutschland,6000.0,Arzt,Berlin,Deutsch,22.10.2071,2/10/75,München,Düsseldorf,Frankfurt am Main,Deutschland,40.0,Leipzig,Hamburg,Düsseldorf,Deutschland,Mechaniker,8000.0,29.10.2004,Köln,Berlin,München,Beruflich,Angestellter,Beruflich,Angestellter,7.0,,,
01.09.2001,Notwendig,Rumänisch,11.09.2061,Leipzig,Köln,Düsseldorf,Deutschland,39.0,Stuttgart,Essen,Deutschland,10000.0,Softwareentwickler,Leipzig,Bulgarisch,02.10.2061,1/7/61,Leipzig,Köln,Essen,Deutschland,39.0,Köln,Düsseldorf,Dortmund,Deutschland,Arzt,,08.08.1992,Frankfurt am Main,München,Berlin,Beruflich,Angestellter,Vorbereitungsstufe,TRABAJADOR NO REMUNERADO,8.0,4.0,1.0,Mutter
01.09.2009,Freiwillig,Deutsch,30.03.2060,Frankfurt am Main,Dortmund,Düsseldorf,Deutschland,48.0,Dortmund,München,Deutschland,,Lehrer,München,Rumänisch,15.05.1978,22/5/78,München,Essen,Köln,Deutschland,30.0,Düsseldorf,Leipzig,Essen,Deutschland,Mechaniker,,14.12.2007,Stuttgart,Frankfurt am Main,Berlin,Beruflich,Angestellter,Beruflich,Angestellter,1.0,,,
01.09.2012,Freiwillig,Polnisch,08.05.2054,Leipzig,Frankfurt am Main,Hamburg,Deutschland,57.0,Stuttgart,München,Deutschland,16000.0,Buchhalter,Frankfurt am Main,Bulgarisch,23.06.2055,24/6/55,München,Hamburg,Köln,Deutschland,56.0,Leipzig,München,Stuttgart,Deutschland,Softwareentwickler,20000.0,26.04.1980,Berlin,Dortmund,Köln,Beruflich,Angestellter,Beruflich,Angestellter,31.0,,3.0,
01.09.2012,Freiwillig,Italienisch,15.07.1979,Düsseldorf,Hamburg,Berlin,Deutschland,32.0,München,Hamburg,Deutschland,10000.0,Verkäufer,Hamburg,Türkisch,20.12.1983,24/7/84,München,Dortmund,Frankfurt am Main,Deutschland,28.0,Leipzig,Stuttgart,München,Deutschland,Krankenpfleger,6000.0,09.09.2005,Frankfurt am Main,Berlin,Leipzig,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,6.0,,,
01.09.2012,Freiwillig,Rumänisch,08.11.1976,Hamburg,Hamburg,Berlin,Deutschland,35.0,Dortmund,Essen,Deutschland,5000.0,Softwareentwickler,Düsseldorf,Russisch,09.09.1979,6/9/83,Essen,Essen,Frankfurt am Main,Deutschland,32.0,Düsseldorf,München,Berlin,Deutschland,Verkäufer,5000.0,13.12.2004,Leipzig,Dortmund,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,7.0,,,
01.09.2012,Notwendig,Polnisch,16.01.2056,Düsseldorf,Essen,Hamburg,Deutschland,55.0,Düsseldorf,Berlin,Deutschland,,Lehrer,Leipzig,Polnisch,14.12.2065,,Stuttgart,Düsseldorf,Stuttgart,Deutschland,46.0,Hamburg,Berlin,München,Deutschland,Buchhalter,,16.06.1989,Essen,Leipzig,München,,,Beruflich,Angestellter,22.0,,2.0,
01.09.2014,Freiwillig,Italienisch,29.02.2060,München,Hamburg,Leipzig,Deutschland,53.0,Düsseldorf,Frankfurt am Main,Deutschland,40000.0,Mechaniker,Frankfurt am Main,Deutsch,02.07.2072,3/5/73,Hamburg,Essen,Frankfurt am Main,Deutschland,41.0,Berlin,Köln,Dortmund,Deutschland,Softwareentwickler,20000.0,16.12.2011,Hamburg,Berlin,Berlin,Beruflich,Angestellter,Beruflich,Angestellter,2.0,,,
02.09.2000,Freiwillig,Griechisch,,,,,,26.0,,,,,,,Italienisch,,,,,,,22.0,,,,,,,12.09.1998,Dortmund,Essen,Essen,Beruflich,Angestellter,Beruflich,Angestellter,,,,
02.09.2000,Freiwillig,Russisch,,,,,,34.0,,,,,,,Rumänisch,,,,,,,34.0,,,,,,,26.11.1994,Berlin,Frankfurt am Main,Frankfurt am Main,Vorbereitungsstufe,Einrichtung,Beruflich,Einrichtung,,,,
02.09.2005,Freiwillig,Italienisch,12.05.2062,Köln,Stuttgart,Hamburg,Deutschland,42.0,München,Frankfurt am Main,Deutschland,,Ingenieur,Köln,Bulgarisch,31.07.2069,18/12/69,Essen,München,Frankfurt am Main,Deutschland,35.0,Frankfurt am Main,Köln,Düsseldorf,Deutschland,Rechtsanwalt,,22.04.1995,Düsseldorf,Stuttgart,Hamburg,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,9.0,,,
02.09.2005,Freiwillig,Spanisch,26.02.2064,Hamburg,Frankfurt am Main,Frankfurt am Main,Deutschland,40.0,Düsseldorf,Berlin,Deutschland,1600.0,Verkäufer,Essen,Russisch,05.10.1979,19/6/80,Dortmund,Berlin,Dortmund,Deutschland,25.0,Stuttgart,München,Leipzig,Deutschland,Buchhalter,,02.10.2000,Düsseldorf,München,Düsseldorf,Sekundarstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,3.0,11.0,,
02.09.2006,Notwendig,Griechisch,22.09.2065,Düsseldorf,Frankfurt am Main,Berlin,Deutschland,40.0,Essen,München,Deutschland,5000.0,Ingenieur,Frankfurt am Main,Russisch,09.01.2060,,Essen,Hamburg,Hamburg,Deutschland,45.0,Düsseldorf,Frankfurt am Main,Köln,Deutschland,Softwareentwickler,4200.0,27.12.1985,München,Düsseldorf,Hamburg,Beruflich,Angestellter,Beruflich,Angestellter,21.0,,2.0,
02.09.2006,Notwendig,Russisch,28.09.2045,München,Hamburg,München,Deutschland,60.0,Leipzig,München,Deutschland,,,Düsseldorf,Bulgarisch,27.06.2044,,Stuttgart,Leipzig,Dortmund,Deutschland,61.0,Essen,Köln,Stuttgart,Deutschland,,,19.04.2069,Stuttgart,Berlin,Stuttgart,,,,,37.0,,1.0,
02.09.2010,Notwendig,Rumänisch,10.04.2073,Stuttgart,Köln,Frankfurt am Main,Deutschland,36.0,Dortmund,Frankfurt am Main,Deutschland,,,Dortmund,Bulgarisch,04.06.1977,,München,Köln,Berlin,Deutschland,32.0,Düsseldorf,Dortmund,Leipzig,Deutschland,,,08.01.1996,Düsseldorf,Frankfurt am Main,Köln,PRIMARIA,,PRIMARIA,Nicht beschäftigt,1.0,,1.0,Mutter
02.09.2010,Freiwillig,Deutsch,07.04.2061,Essen,Stuttgart,Hamburg,Deutschland,48.0,Stuttgart,Hamburg,Deutschland,7000.0,Verkäufer,Frankfurt am Main,Türkisch,21.05.1975,20/6/70,Frankfurt am Main,Stuttgart,Essen,Deutschland,39.0,Stuttgart,Berlin,Stuttgart,Deutschland,Arzt,12000.0,18.03.2000,Düsseldorf,Essen,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,9.0,10.0,,
02.09.2011,Freiwillig,Russisch,06.02.1974,Köln,Berlin,Köln,Deutschland,36.0,München,Berlin,Deutschland,20000.0,,Hamburg,Spanisch,08.08.1982,25/9/85,Köln,Dortmund,Stuttgart,Deutschland,28.0,Essen,Essen,Hamburg,Deutschland,,10000.0,15.12.2009,Stuttgart,Berlin,Leipzig,Beruflich,Angestellter,Beruflich,Angestellter,1.0,1.0,,
02.09.2011,Freiwillig,Rumänisch,02.01.1980,München,Stuttgart,Köln,Deutschland,31.0,Hamburg,München,Deutschland,9000.0,Koch,Essen,Deutsch,02.09.1978,27/4/78,Essen,Stuttgart,Köln,Deutschland,33.0,Essen,Stuttgart,Essen,Deutschland,Ingenieur,7000.0,22.04.2006,Hamburg,Düsseldorf,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,4.0,2.0,,
02.09.2012,Notwendig,Deutsch,01.09.1987,München,Leipzig,Berlin,Deutschland,25.0,Düsseldorf,Dortmund,Deutschland,6000.0,Ingenieur,Köln,Deutsch,,,Frankfurt am Main,Frankfurt am Main,München,Deutschland,30.0,Düsseldorf,Düsseldorf,Leipzig,Deutschland,Arzt,6000.0,17.04.2007,Düsseldorf,Essen,München,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,5.0,,1.0,Mutter
02.09.2012,Freiwillig,Kroatisch,23.05.1978,Essen,Dortmund,Düsseldorf,Deutschland,33.0,Düsseldorf,Frankfurt am Main,Deutschland,10000.0,Koch,München,Rumänisch,07.06.1978,8/12/80,Frankfurt am Main,Essen,Köln,Deutschland,33.0,Berlin,Köln,Berlin,Deutschland,Arzt,15000.0,03.01.2008,Dortmund,Berlin,Leipzig,Beruflich,PATRON O EMPRESARIO,Beruflich,PATRON O EMPRESARIO,3.0,,,
03.09.2000,Freiwillig,Spanisch,,,,,,29.0,,,,,,,Spanisch,,,,,,,34.0,,,,,,,19.05.1995,Dortmund,Leipzig,Frankfurt am Main,PRIMARIA,Angestellter,PRIMARIA,TRABAJA EN SU VIVIENDA,,,,
03.09.2001,Freiwillig,Rumänisch,08.08.2056,München,Stuttgart,Düsseldorf,Deutschland,44.0,Dortmund,Frankfurt am Main,Deutschland,12000.0,Lehrer,Düsseldorf,Polnisch,10.05.2056,16/10/56,Düsseldorf,Stuttgart,Frankfurt am Main,Deutschland,44.0,Düsseldorf,Stuttgart,Dortmund,Deutschland,Koch,,25.09.1981,Leipzig,München,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,19.0,,3.0,Mutter
03.09.2001,Freiwillig,Deutsch,19.01.2060,Frankfurt am Main,Berlin,München,Deutschland,41.0,Köln,Hamburg,Deutschland,10000.0,Buchhalter,Leipzig,Spanisch,12.08.2062,8/6/63,Hamburg,Dortmund,Düsseldorf,Deutschland,38.0,Dortmund,München,Stuttgart,Deutschland,Koch,3000.0,20.04.1991,Düsseldorf,Leipzig,Köln,Beruflich,Angestellter,Beruflich,Angestellter,9.0,,1.0,Mutter
03.09.2005,Freiwillig,Russisch,16.03.1977,Köln,München,Frankfurt am Main,Deutschland,27.0,Düsseldorf,Düsseldorf,Deutschland,8000.0,Rechtsanwalt,Leipzig,Russisch,10.01.1975,6/10/75,Düsseldorf,Köln,Essen,Deutschland,29.0,Hamburg,Dortmund,Dortmund,Deutschland,Buchhalter,5000.0,24.02.1999,Dortmund,Köln,Essen,Beruflich,Angestellter,Beruflich,Angestellter,5.0,11.0,,
03.09.2007,Notwendig,Polnisch,22.06.2073,Berlin,Essen,Hamburg,Deutschland,33.0,,,,,Arzt,,Kroatisch,17.01.1979,,München,Berlin,Köln,Deutschland,28.0,Essen,Frankfurt am Main,Stuttgart,Deutschland,Arzt,,15.03.2003,Hamburg,Köln,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,3.0,,,
03.09.2009,Freiwillig,Polnisch,30.04.1986,München,Hamburg,Berlin,Deutschland,22.0,Hamburg,Dortmund,Deutschland,2000.0,Rechtsanwalt,Essen,Türkisch,12.03.2072,11/6/75,Frankfurt am Main,Berlin,Hamburg,Deutschland,36.0,Dortmund,Essen,Köln,Deutschland,Mechaniker,3000.0,14.05.2007,Frankfurt am Main,Hamburg,Düsseldorf,Sekundarstufe,Angestellter,PRIMARIA,,,,1.0,
03.09.2009,Freiwillig,Griechisch,23.07.2073,Stuttgart,Dortmund,Stuttgart,Deutschland,35.0,Dortmund,Frankfurt am Main,Deutschland,,Lehrer,Essen,Italienisch,02.03.2070,4/2/71,München,Hamburg,Berlin,Deutschland,39.0,Dortmund,Hamburg,Köln,Deutschland,,,03.06.2004,Stuttgart,München,Hamburg,Beruflich,Nicht beschäftigt,Beruflich,Nicht beschäftigt,4.0,,,
03.09.2009,Notwendig,Spanisch,17.05.2059,Stuttgart,Köln,Köln,Deutschland,49.0,Köln,München,Deutschland,6000.0,Ingenieur,Stuttgart,Griechisch,04.02.2066,,Leipzig,Dortmund,Leipzig,Deutschland,42.0,Hamburg,Düsseldorf,Essen,Deutschland,Verkäufer,15000.0,27.07.1985,Hamburg,Stuttgart,Dortmund,Sekundarstufe,Angestellter,Beruflich,Angestellter,17.0,,4.0,
03.09.2011,Notwendig,Italienisch,11.10.2064,Köln,Düsseldorf,Leipzig,Deutschland,46.0,Leipzig,Essen,Deutschland,4000.0,Mechaniker,Essen,Russisch,04.11.2066,,Dortmund,Dortmund,Düsseldorf,Deutschland,44.0,München,Hamburg,Frankfurt am Main,Deutschland,Ingenieur,,03.02.1991,Stuttgart,Köln,München,Sekundarstufe,Angestellter,Sekundarstufe,,20.0,,2.0,Mutter
03.09.2011,Notwendig,Griechisch,25.09.1977,Köln,Düsseldorf,Düsseldorf,Deutschland,33.0,Dortmund,Berlin,Deutschland,10000.0,Ingenieur,München,Bulgarisch,02.07.1985,,Frankfurt am Main,Leipzig,Dortmund,Deutschland,26.0,München,Leipzig,Berlin,Deutschland,Rechtsanwalt,3000.0,10.02.2003,Leipzig,Leipzig,Düsseldorf,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,6.0,,1.0,Mutter
03.09.2011,Notwendig,Rumänisch,,Stuttgart,München,Hamburg,Deutschland,,,,,,,,Griechisch,09.01.2040,,Essen,Berlin,München,Deutschland,70.0,Berlin,Stuttgart,Essen,Deutschland,Mechaniker,,21.08.2067,Berlin,Berlin,Dortmund,,Angestellter,PRIMARIA,Nicht beschäftigt,43.0,,4.0,
03.09.2011,Notwendig,Deutsch,04.12.2057,Stuttgart,Berlin,Düsseldorf,Deutschland,53.0,Hamburg,Essen,Deutschland,,,Düsseldorf,Spanisch,28.11.2063,,Köln,Stuttgart,Essen,Deutschland,47.0,Hamburg,Essen,Essen,Deutschland,Buchhalter,5000.0,13.11.1985,Köln,München,Hamburg,Vorbereitungsstufe,,Vorbereitungsstufe,Angestellter,26.0,,4.0,Mutter
03.09.2012,Notwendig,Türkisch,18.03.2061,Leipzig,Berlin,Düsseldorf,Deutschland,50.0,Leipzig,Dortmund,Deutschland,5000.0,Lehrer,Dortmund,Griechisch,30.10.2063,,Köln,Berlin,Berlin,Deutschland,48.0,Stuttgart,Berlin,München,Deutschland,Lehrer,,28.02.1985,München,Hamburg,Düsseldorf,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,23.0,,4.0,Mutter
03.09.2012,Notwendig,Türkisch,,Hamburg,Essen,Düsseldorf,Deutschland,69.0,,,,,Krankenpfleger,,Kroatisch,03.03.2047,,Düsseldorf,München,Berlin,Deutschland,65.0,Leipzig,Köln,Berlin,Deutschland,Lehrer,,29.08.2066,Köln,München,Frankfurt am Main,,,Sekundarstufe,Nicht beschäftigt,46.0,,3.0,
04.09.2001,Freiwillig,Bulgarisch,29.07.2071,Düsseldorf,Hamburg,Leipzig,Deutschland,29.0,Frankfurt am Main,Dortmund,Deutschland,3500.0,Rechtsanwalt,Köln,Bulgarisch,08.12.2071,31/12/71,München,Frankfurt am Main,Köln,Deutschland,29.0,Düsseldorf,Köln,München,Deutschland,Verkäufer,,25.05.1996,Düsseldorf,Düsseldorf,Stuttgart,Beruflich,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,4.0,11.0,1.0,
04.09.2001,Notwendig,Deutsch,30.05.2064,Essen,Leipzig,Essen,Deutschland,36.0,,,,,,,Spanisch,14.11.2062,18/1/73,Köln,Dortmund,Frankfurt am Main,Deutschland,38.0,Berlin,Düsseldorf,Essen,Deutschland,Softwareentwickler,4000.0,27.06.1985,Frankfurt am Main,Dortmund,Berlin,,,Beruflich,Angestellter,15.0,9.0,,
04.09.2001,Freiwillig,Griechisch,11.02.2060,Hamburg,Essen,Hamburg,Deutschland,40.0,München,Düsseldorf,Deutschland,5000.0,Krankenpfleger,Köln,Bulgarisch,29.01.2065,11/3/65,Dortmund,Leipzig,Dortmund,Deutschland,36.0,Köln,Dortmund,Leipzig,Deutschland,Lehrer,,09.10.1983,Stuttgart,Düsseldorf,Essen,Beruflich,PATRON O EMPRESARIO,Beruflich,Nicht beschäftigt,17.0,6.0,3.0,
04.09.2002,Freiwillig,Deutsch,07.02.2038,Düsseldorf,Essen,Leipzig,Deutschland,63.0,Köln,Köln,Deutschland,6000.0,Softwareentwickler,Berlin,Rumänisch,30.05.2042,13/7/42,Berlin,Berlin,Dortmund,Deutschland,59.0,München,München,Leipzig,Deutschland,Lehrer,,21.09.2059,Köln,Hamburg,Leipzig,Beruflich,Nicht beschäftigt,Sekundarstufe,Nicht beschäftigt,42.0,6.0,5.0,
04.09.2002,Freiwillig,Rumänisch,02.07.2068,Stuttgart,Hamburg,Stuttgart,Deutschland,34.0,Berlin,Leipzig,Deutschland,2000.0,Verkäufer,Düsseldorf,Türkisch,25.09.2064,16/11/64,Leipzig,Essen,Stuttgart,Deutschland,37.0,Hamburg,Leipzig,Dortmund,Deutschland,Krankenpfleger,3000.0,25.03.1998,Düsseldorf,Leipzig,Dortmund,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,4.0,,,
04.09.2003,Freiwillig,Russisch,04.12.2055,Leipzig,Dortmund,Köln,Deutschland,47.0,Düsseldorf,Düsseldorf,Deutschland,1230.0,Koch,Dortmund,Griechisch,23.11.2062,8/1/62,Dortmund,München,München,Deutschland,40.0,Hamburg,München,Frankfurt am Main,Deutschland,Softwareentwickler,,29.12.1988,Essen,Essen,Dortmund,,Angestellter,,Nicht beschäftigt,14.0,3.0,3.0,Mutter
04.09.2003,Freiwillig,Türkisch,01.04.2043,Berlin,Essen,Dortmund,Deutschland,60.0,Berlin,Hamburg,Deutschland,30000.0,Ingenieur,München,Russisch,22.01.2048,5/3/48,Berlin,Leipzig,Düsseldorf,Deutschland,55.0,Essen,Düsseldorf,München,Deutschland,Softwareentwickler,,19.12.2070,Stuttgart,Hamburg,Berlin,Beruflich,Einrichtung,Vorbereitungsstufe,Nicht beschäftigt,32.0,3.0,3.0,
04.09.2007,Freiwillig,Griechisch,15.03.2058,Düsseldorf,Hamburg,Leipzig,Deutschland,49.0,Leipzig,München,Deutschland,8000.0,Arzt,Stuttgart,Spanisch,24.12.2072,6/2/73,Köln,Hamburg,München,Deutschland,34.0,Stuttgart,Essen,Dortmund,Deutschland,Verkäufer,,16.12.1998,Stuttgart,Frankfurt am Main,Frankfurt am Main,Beruflich,Angestellter,Sekundarstufe,Nicht beschäftigt,9.0,,,
04.09.2013,Freiwillig,Spanisch,17.03.2070,Stuttgart,Düsseldorf,Essen,Deutschland,43.0,Dortmund,Stuttgart,Deutschland,15000.0,Ingenieur,Leipzig,Rumänisch,26.08.2065,21/1/66,Köln,Dortmund,Stuttgart,Deutschland,47.0,München,Dortmund,Düsseldorf,Deutschland,Rechtsanwalt,15000.0,21.12.2002,Hamburg,München,Essen,Beruflich,Angestellter,Beruflich,Angestellter,7.0,,,
04.09.2013,Freiwillig,Bulgarisch,25.04.2058,Essen,Essen,Hamburg,Deutschland,54.0,München,Frankfurt am Main,Deutschland,8000.0,Ingenieur,München,Griechisch,16.04.2059,18/5/59,Hamburg,Berlin,Dortmund,Deutschland,53.0,Frankfurt am Main,Frankfurt am Main,Köln,Deutschland,Lehrer,8000.0,02.10.2012,Leipzig,Dortmund,Köln,Beruflich,Angestellter,Beruflich,Angestellter,1.0,1.0,,
04.09.2013,Notwendig,Griechisch,,Leipzig,Frankfurt am Main,Essen,Deutschland,35.0,,,,,,,Bulgarisch,05.12.1978,,Berlin,Frankfurt am Main,Stuttgart,Deutschland,34.0,Essen,Dortmund,München,Deutschland,Koch,5000.0,09.06.1997,Leipzig,Essen,Berlin,,,Sekundarstufe,Angestellter,15.0,,1.0,Mutter
04.09.2013,Notwendig,Deutsch,,Leipzig,Frankfurt am Main,Leipzig,Deutschland,47.0,München,Frankfurt am Main,Deutschland,,Ingenieur,München,Griechisch,,,Leipzig,Frankfurt am Main,Stuttgart,Deutschland,46.0,Leipzig,Köln,Düsseldorf,Deutschland,Buchhalter,,13.02.1988,Essen,Dortmund,Düsseldorf,Vorbereitungsstufe,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,Vorbereitungsstufe,Nicht beschäftigt,24.0,,7.0,
04.09.2014,Notwendig,Rumänisch,11.09.2060,Stuttgart,Dortmund,Dortmund,Deutschland,53.0,Düsseldorf,Hamburg,Deutschland,,,Köln,Bulgarisch,07.02.1975,,Hamburg,Dortmund,Köln,Deutschland,38.0,Köln,Düsseldorf,Hamburg,Deutschland,Lehrer,10400.0,26.02.2004,Köln,Stuttgart,Düsseldorf,,,Beruflich,Angestellter,7.0,,,
04.09.2014,Freiwillig,Deutsch,10.03.2058,Berlin,Frankfurt am Main,Düsseldorf,Deutschland,55.0,Essen,Frankfurt am Main,Deutschland,12000.0,Mechaniker,Dortmund,Deutsch,05.01.2060,9/6/60,Dortmund,Hamburg,Hamburg,Deutschland,53.0,Köln,Berlin,München,Deutschland,Arzt,3000.0,14.12.1984,Frankfurt am Main,Dortmund,Essen,Beruflich,Angestellter,Beruflich,Angestellter,29.0,,2.0,
05.09.2001,Freiwillig,Russisch,22.11.2068,Berlin,Dortmund,Leipzig,Deutschland,32.0,Dortmund,Hamburg,Deutschland,6000.0,Koch,Dortmund,Russisch,26.03.2064,25/5/64,Düsseldorf,Köln,Hamburg,Deutschland,37.0,Dortmund,Leipzig,Dortmund,Deutschland,Arzt,7000.0,26.12.1997,Frankfurt am Main,Düsseldorf,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,3.0,5.0,,
05.09.2001,Freiwillig,Deutsch,27.06.1976,Essen,Hamburg,Leipzig,Deutschland,24.0,Leipzig,Leipzig,Deutschland,5000.0,Mechaniker,Berlin,Rumänisch,30.09.1976,2/6/80,Düsseldorf,Frankfurt am Main,Berlin,Deutschland,24.0,Frankfurt am Main,Stuttgart,Berlin,Deutschland,Verkäufer,5000.0,13.02.1998,Frankfurt am Main,Berlin,Leipzig,Beruflich,Angestellter,Vorbereitungsstufe,Angestellter,3.0,,,
05.09.2001,Freiwillig,Türkisch,29.09.2068,Hamburg,Frankfurt am Main,Stuttgart,Deutschland,32.0,Berlin,Leipzig,Deutschland,10.0,Rechtsanwalt,Hamburg,Spanisch,24.05.2071,4/6/71,Essen,Essen,Berlin,Deutschland,29.0,Stuttgart,Hamburg,München,Deutschland,Verkäufer,7000.0,07.10.1999,Hamburg,Leipzig,Köln,Beruflich,TRABAJA EN SU VIVIENDA,Beruflich,Angestellter,1.0,10.0,,
05.09.2002,Freiwillig,Griechisch,10.05.2073,Dortmund,Hamburg,Düsseldorf,Deutschland,28.0,Stuttgart,Hamburg,Deutschland,,Mechaniker,München,Polnisch,23.08.2072,11/4/73,Düsseldorf,Köln,Leipzig,Deutschland,29.0,Hamburg,Berlin,Stuttgart,Deutschland,Lehrer,,28.05.1992,Stuttgart,Hamburg,Essen,Sekundarstufe,Angestellter,Sekundarstufe,Angestellter,11.0,11.0,2.0,Mutter
05.09.2002,Freiwillig,Kroatisch,15.10.1977,Berlin,Dortmund,Leipzig,Deutschland,24.0,Köln,Stuttgart,Deutschland,4000.0,Ingenieur,Essen,Polnisch,25.12.1979,30/10/1198,Köln,Stuttgart,München,Deutschland,22.0,München,Berlin,München,Deutschland,Softwareentwickler,2800.0,09.01.1997,Dortmund,Stuttgart,Frankfurt am Main,Sekundarstufe,Angestellter,Sekundarstufe,Angestellter,5.0,8.0,,Mutter
05.09.2002,Notwendig,Spanisch,07.10.2036,Leipzig,Leipzig,Frankfurt am Main,Deutschland,65.0,Düsseldorf,Berlin,Deutschland,,Softwareentwickler,Stuttgart,Rumänisch,22.06.2040,,Hamburg,Leipzig,Frankfurt am Main,Deutschland,61.0,Dortmund,Düsseldorf,Düsseldorf,Deutschland,,,27.10.2058,München,Stuttgart,München,Sekundarstufe,Nicht beschäftigt,Sekundarstufe,Nicht beschäftigt,43.0,6.0,,
05.09.2005,Notwendig,Griechisch,07.06.2069,Dortmund,Dortmund,München,Deutschland,35.0,Dortmund,Dortmund,Deutschland,1500.0,Arzt,Hamburg,Griechisch,10.09.2072,,Leipzig,München,Leipzig,Deutschland,32.0,Düsseldorf,Hamburg,Essen,Deutschland,Buchhalter,2400.0,22.06.1990,Essen,Essen,Essen,Vorbereitungsstufe,Angestellter,Sekundarstufe,Angestellter,14.0,11.0,3.0,Mutter
05.09.2005,Notwendig,Polnisch,,Stuttgart,Leipzig,Stuttgart,Deutschland,35.0,,,,,,,Deutsch,14.02.2067,,Stuttgart,Leipzig,Frankfurt am Main,Deutschland,37.0,Hamburg,Frankfurt am Main,Stuttgart,Deutschland,Verkäufer,,25.06.1991,Dortmund,Düsseldorf,München,Beruflich,Angestellter,Beruflich,Angestellter,,,,
05.09.2005,Notwendig,Deutsch,22.02.2044,München,Frankfurt am Main,Hamburg,Deutschland,61.0,,,,,Krankenpfleger,,Polnisch,25.05.2046,,Stuttgart,Düsseldorf,Hamburg,Deutschland,58.0,Essen,München,Essen,Deutschland,Verkäufer,,18.04.2069,Stuttgart,Frankfurt am Main,Essen,Beruflich,Angestellter,Beruflich,Angestellter,,,,
05.09.2006,Notwendig,Polnisch,04.07.2066,Düsseldorf,Hamburg,Köln,Deutschland,40.0,,,,6000.0,Koch,,Rumänisch,16.08.1975,,Frankfurt am Main,Stuttgart,Düsseldorf,Deutschland,30.0,Köln,Frankfurt am Main,Berlin,Deutschland,Lehrer,5000.0,17.02.1995,Leipzig,Düsseldorf,München,Beruflich,Angestellter,Beruflich,Angestellter,11.0,,1.0,PADRE
05.09.2007,Freiwillig,Rumänisch,28.05.2055,Essen,München,Berlin,Deutschland,51.0,Essen,Düsseldorf,Deutschland,,,Leipzig,Spanisch,18.08.2061,17/10/61,Köln,München,Berlin,Deutschland,45.0,München,Leipzig,Stuttgart,Deutschland,,,26.07.1997,Berlin,Köln,München,Beruflich,Angestellter,Beruflich,Angestellter,10.0,,,
